trip_id,trip_length,sudden_brake,sudden_acceleration,sudden_turn,tight_turn,speeding,sudden_stop,route_deviation,violation_score,trip_rating
7911,0.7,0,1,1,0,0,0,0,7,1.2
7912,46.8,0,2,1,2,2,2,0,45,9.0
7913,4.7,0,1,1,0,0,1,3,33,3.1
7914,44.4,1,2,2,0,2,1,0,36,9.2
7915,24.0,0,0,0,1,0,1,0,11,9.5
7916,47.9,1,0,2,2,0,0,2,37,9.2
7917,6.0,0,0,0,0,0,0,0,0,10.0
7918,19.0,0,0,1,0,0,0,0,3,9.8
7919,46.6,2,1,1,0,0,1,0,22,9.5
7920,38.5,1,2,2,2,1,1,0,42,8.9
7921,5.6,1,1,0,0,1,1,0,20,6.5
7922,45.1,2,2,0,2,2,0,0,42,9.1
7923,0.9,1,0,1,1,1,0,2,34,1.0
7924,18.8,1,0,1,1,1,1,1,32,8.3
7925,4.2,0,1,0,1,0,1,0,15,6.5
7926,2.7,0,0,1,1,0,1,0,14,5.1
7927,24.7,1,1,1,1,1,0,0,24,9.0
7928,2.3,1,0,0,1,1,1,0,22,1.0
7929,34.9,0,1,1,0,1,1,0,18,9.5
7930,30.5,0,1,0,0,1,0,0,10,9.7
7931,30.1,1,0,0,0,1,0,0,11,9.6
7932,24.4,0,1,0,1,1,1,0,21,9.1
7933,25.5,0,1,1,1,0,0,0,13,9.5
7934,42.3,2,2,0,0,1,1,0,29,9.3
7935,39.9,1,1,1,2,0,0,0,24,9.4
7936,1.8,0,0,0,0,0,1,0,5,7.4
7937,39.9,1,0,1,1,1,1,0,25,9.4
7938,41.1,0,2,2,2,0,0,0,26,9.4
7939,10.7,0,0,1,0,1,1,0,14,8.7
7940,20.9,1,1,0,0,1,0,0,15,9.3
7941,43.8,0,0,0,0,2,0,0,12,9.7
7942,8.1,1,0,0,1,0,1,0,16,8.1
7943,38.5,2,0,2,1,0,0,0,22,9.4
7944,41.7,2,2,1,1,2,1,0,44,8.9
7945,30.6,1,0,0,1,0,1,2,30,9.0
7946,11.3,0,1,0,0,1,0,3,31,7.3
7947,6.9,0,0,0,1,1,0,0,12,8.3
7948,10.3,0,0,0,0,0,1,0,5,9.5
7949,49.2,1,0,1,2,3,1,0,43,9.1
7950,28.4,1,0,0,0,0,0,0,5,9.8
7951,3.4,1,0,0,0,1,0,0,11,6.9
7952,31.4,1,0,1,0,0,1,0,13,9.6
7953,8.8,1,0,1,1,0,0,0,14,8.4
7954,30.6,0,0,0,0,1,0,0,6,9.8
7955,12.8,1,1,0,0,0,1,0,14,8.9
7956,36.7,1,2,2,2,1,1,0,42,8.9
7957,27.6,1,0,0,0,1,1,0,16,9.4
7958,45.6,2,1,1,2,0,2,0,39,9.1
7959,21.0,1,0,1,0,0,1,0,13,9.4
7960,20.2,1,0,1,1,1,0,0,20,9.0
7961,29.1,0,0,0,0,0,0,0,0,10.0
7962,42.5,2,0,1,1,1,0,0,25,9.4
7963,36.6,1,1,2,0,1,1,0,26,9.3
7964,13.9,1,1,1,1,0,1,0,23,8.4
7965,46.3,2,2,2,2,2,1,1,60,8.7
7966,49.7,2,3,2,1,0,1,0,39,9.2
7967,47.2,2,2,2,0,2,2,0,46,9.0
7968,16.8,0,0,1,0,0,1,0,8,9.5
7969,31.5,0,0,1,1,0,0,0,9,9.7
7970,26.2,1,1,1,0,1,1,1,30,8.9
7971,13.5,0,0,0,1,1,0,2,26,8.1
7972,4.1,1,0,0,0,1,1,0,16,6.2
7973,25.3,0,1,0,0,1,1,0,15,9.4
7974,48.7,2,3,0,2,1,0,0,40,9.2
7975,11.8,1,0,1,0,0,1,0,13,8.9
7976,35.8,1,0,0,0,1,0,0,11,9.7
7977,2.7,0,0,0,1,1,0,0,12,5.8
7978,21.4,0,0,1,1,0,0,2,23,8.9
7979,22.2,0,0,1,0,1,1,0,14,9.4
7980,18.6,0,0,0,0,0,1,0,5,9.7
7981,32.6,0,0,0,0,0,1,0,5,9.8
7982,10.5,0,0,0,1,0,1,0,11,9.0
7983,46.7,0,1,0,0,1,1,0,15,9.7
7984,7.3,1,1,0,1,1,0,0,21,7.2
7985,14.5,0,1,1,0,0,1,0,12,9.2
7986,0.9,0,0,0,1,1,1,0,17,1.0
7987,28.3,1,1,1,1,1,0,0,24,9.2
7988,20.3,1,1,0,1,1,1,0,26,8.7
7989,46.3,1,2,1,0,0,1,0,21,9.5
7990,3.0,0,0,1,1,0,0,0,9,7.1
7991,2.2,0,0,0,1,0,0,0,6,7.4
7992,29.9,0,0,0,0,1,1,0,11,9.6
7993,27.2,1,1,1,1,0,1,0,23,9.2
7994,24.0,1,0,0,1,1,0,0,17,9.3
7995,30.7,0,0,1,1,1,0,0,15,9.5
7996,42.6,2,1,0,2,0,2,0,36,9.2
7997,44.4,2,1,1,1,0,0,0,23,9.5
7998,32.1,0,0,1,0,0,1,0,8,9.8
7999,20.4,1,0,1,1,1,0,0,20,9.0
8000,4.9,0,1,0,0,0,1,0,9,8.2
8001,33.5,0,1,1,0,0,0,0,7,9.8
8002,14.4,1,1,0,0,0,0,3,30,7.9
8003,21.3,0,1,0,1,0,1,0,15,9.3
8004,25.4,1,0,1,1,0,0,0,14,9.5
8005,19.7,1,1,1,0,0,0,0,12,9.4
8006,10.3,1,1,0,1,0,0,0,15,8.6
8007,48.1,0,2,3,3,2,1,0,52,8.9
8008,29.2,0,1,1,0,1,1,0,18,9.4
8009,46.6,2,2,2,2,0,2,0,46,9.0
8010,28.4,1,1,1,1,1,1,0,29,9.0
8011,7.6,0,1,0,0,1,1,0,15,8.1
8012,36.2,2,2,1,1,2,1,2,58,8.4
8013,22.1,1,0,0,0,0,0,0,5,9.8
8014,25.3,0,1,1,0,0,1,0,12,9.5
8015,21.8,0,0,1,1,1,1,0,20,9.1
8016,14.8,1,0,1,1,0,1,0,19,8.7
8017,39.9,0,0,2,0,1,0,0,12,9.7
8018,41.3,2,2,2,2,2,2,0,58,8.6
8019,9.4,0,0,0,1,1,0,0,12,8.7
8020,8.9,1,0,1,0,0,0,0,8,9.1
8021,24.4,1,1,1,1,0,1,0,23,9.1
8022,40.2,1,2,2,1,0,0,0,25,9.4
8023,4.6,0,0,1,1,1,0,0,15,6.8
8024,44.5,0,1,1,1,2,1,0,30,9.3
8025,11.7,1,1,1,0,0,0,0,12,9.0
8026,39.7,1,0,1,0,0,0,0,8,9.8
8027,34.0,0,1,0,1,1,1,0,21,9.4
8028,21.4,0,1,1,1,0,0,0,13,9.4
8029,44.9,1,2,1,2,2,1,0,45,9.0
8030,40.3,2,0,0,1,2,1,0,33,9.2
8031,48.9,1,2,2,0,3,0,0,37,9.2
8032,14.2,1,1,1,0,1,0,0,18,8.7
8033,21.8,1,0,1,0,0,1,0,13,9.4
8034,20.3,1,0,1,0,0,0,0,8,9.6
8035,3.5,1,1,1,0,0,0,2,26,2.8
8036,38.0,1,1,0,1,2,0,0,27,9.3
8037,32.8,0,0,1,0,0,1,0,8,9.8
8038,3.0,0,0,1,1,1,1,0,20,3.6
8039,6.1,1,0,1,1,0,0,1,21,6.7
8040,35.1,1,1,0,0,1,1,0,20,9.4
8041,48.1,2,1,1,3,0,0,0,35,9.3
8042,17.6,0,0,0,1,0,1,0,11,9.4
8043,22.3,0,1,0,1,1,1,2,35,8.4
8044,7.4,1,0,0,0,1,0,0,11,8.5
8045,35.7,1,0,1,1,1,0,0,20,9.4
8046,17.2,1,1,0,1,0,1,0,20,8.8
8047,30.7,0,1,0,1,1,1,0,21,9.3
8048,15.8,1,1,0,0,1,0,0,15,9.1
8049,43.8,0,0,2,1,1,1,0,23,9.5
8050,45.4,0,0,0,2,0,0,0,12,9.7
8051,16.0,1,0,1,1,1,0,0,20,8.8
8052,18.0,0,0,1,0,0,0,0,3,9.8
8053,31.6,0,1,0,1,1,0,0,16,9.5
8054,5.2,1,0,0,1,1,1,0,22,5.9
8055,6.8,1,1,0,1,1,1,0,26,6.3
8056,18.2,1,1,0,1,0,0,0,15,9.2
8057,26.3,1,0,0,0,0,0,1,12,9.5
8058,37.7,0,2,1,1,0,1,0,22,9.4
8059,47.3,0,0,1,1,0,2,0,19,9.6
8060,28.4,1,1,0,0,0,0,0,9,9.7
8061,38.6,0,1,0,2,2,0,0,28,9.3
8062,26.9,0,0,0,0,0,0,0,0,10.0
8063,5.9,0,0,1,1,0,0,0,9,8.5
8064,19.1,0,0,0,1,0,1,0,11,9.4
8065,47.6,2,2,1,1,1,0,0,33,9.3
8066,27.6,1,0,0,1,1,1,0,22,9.2
8067,33.1,1,1,0,1,1,1,0,26,9.2
8068,48.9,0,3,0,3,1,3,0,51,9.0
8069,16.6,1,0,0,1,1,1,0,22,8.7
8070,17.6,0,1,0,1,0,0,0,10,9.4
8071,31.8,0,0,0,0,1,1,0,11,9.7
8072,31.9,1,1,0,0,0,1,0,14,9.6
8073,2.6,1,0,0,1,0,0,0,11,6.0
8074,28.1,0,1,1,0,0,1,0,12,9.6
8075,44.5,0,1,2,0,0,1,0,15,9.7
8076,21.1,0,1,0,0,1,0,0,10,9.5
8077,30.4,0,0,0,0,1,0,0,6,9.8
8078,10.3,0,1,1,1,1,0,0,19,8.2
8079,8.5,0,1,0,0,1,1,0,15,8.3
8080,10.4,1,1,0,1,1,0,0,21,8.0
8081,14.3,0,1,0,1,0,1,3,36,7.5
8082,47.1,0,2,0,2,0,2,0,30,9.4
8083,25.2,1,0,0,1,0,0,0,11,9.6
8084,36.3,2,1,2,2,1,2,0,48,8.7
8085,15.2,1,1,0,1,0,1,0,20,8.7
8086,17.9,0,0,1,0,0,0,0,3,9.8
8087,44.9,0,0,2,0,2,2,0,28,9.4
8088,18.0,0,1,1,1,1,1,0,24,8.7
8089,31.9,1,0,0,1,1,1,0,22,9.3
8090,31.5,1,0,1,0,0,1,0,13,9.6
8091,14.1,0,0,1,1,1,0,0,15,8.9
8092,48.7,0,2,1,3,1,2,0,45,9.1
8093,40.4,1,0,0,1,0,2,0,21,9.5
8094,26.8,1,0,1,1,1,1,0,25,9.1
8095,38.1,2,0,1,0,1,2,0,29,9.2
8096,17.2,1,0,0,0,1,0,0,11,9.4
8097,4.0,0,0,1,1,1,0,0,15,6.4
8098,33.0,1,0,0,0,0,0,0,5,9.8
8099,26.8,0,1,1,0,0,1,0,12,9.6
8100,48.6,3,2,3,0,0,0,0,32,9.3
8101,21.9,0,1,1,0,0,0,0,7,9.7
8102,33.5,0,1,0,0,1,0,0,10,9.7
8103,28.8,1,1,0,1,1,0,0,21,9.3
8104,45.4,2,1,1,2,2,0,0,41,9.1
8105,27.2,0,0,0,1,0,1,0,11,9.6
8106,26.7,1,1,0,0,0,1,0,14,9.5
8107,41.7,2,1,2,1,2,1,0,43,9.0
8108,41.9,1,1,0,1,2,2,0,37,9.1
8109,29.4,0,1,0,0,0,0,0,4,9.9
8110,32.8,0,1,1,1,0,0,0,13,9.6
8111,37.1,1,2,1,0,1,1,0,27,9.3
8112,25.9,0,0,1,1,1,0,0,15,9.4
8113,37.5,1,1,0,0,2,1,0,26,9.3
8114,2.0,1,1,1,1,1,0,0,24,1.0
8115,23.0,0,1,0,0,0,1,0,9,9.6
8116,37.6,2,1,2,0,1,1,3,52,8.6
8117,4.0,0,1,0,1,1,1,0,21,4.9
8118,25.2,0,1,0,1,0,0,0,10,9.6
8119,3.9,0,1,0,1,1,1,0,21,4.7
8120,30.6,0,0,1,0,0,0,0,3,9.9
8121,9.1,1,0,1,1,0,1,0,19,8.0
8122,26.9,0,1,1,1,0,1,3,39,8.6
8123,18.3,1,1,1,0,1,0,2,32,8.3
8124,2.0,1,1,1,1,1,1,0,29,1.0
8125,23.7,1,1,0,0,1,1,0,20,9.2
8126,9.8,1,0,0,0,0,1,0,10,9.0
8127,18.1,1,1,1,1,0,1,0,23,8.7
8128,40.1,1,0,0,1,2,1,0,28,9.3
8129,31.2,1,1,1,1,0,0,0,18,9.4
8130,15.4,0,1,1,0,0,1,0,12,9.2
8131,44.7,0,1,1,1,0,0,0,13,9.7
8132,26.5,0,1,1,0,1,1,0,18,9.3
8133,32.7,0,0,0,0,1,1,0,11,9.7
8134,38.3,0,0,2,1,2,0,0,24,9.4
8135,27.9,1,0,0,1,1,1,1,29,9.0
8136,42.2,1,2,0,2,0,1,0,30,9.3
8137,19.3,0,0,1,1,0,0,0,9,9.5
8138,4.3,1,1,1,0,0,0,0,12,7.3
8139,30.8,0,1,1,0,0,0,0,7,9.8
8140,29.1,0,1,0,1,0,0,0,10,9.7
8141,33.6,0,1,1,1,0,0,0,13,9.6
8142,5.8,1,0,0,0,1,1,0,16,7.3
8143,6.7,1,0,1,1,0,0,0,14,8.0
8144,42.8,2,1,0,0,0,1,0,19,9.6
8145,11.3,1,0,1,0,0,0,0,8,9.3
8146,8.8,1,1,1,1,0,0,0,18,8.0
8147,5.5,0,0,1,1,0,1,0,14,7.5
8148,24.5,0,1,1,0,0,0,0,7,9.7
8149,5.1,1,1,0,1,1,0,0,21,6.0
8150,13.5,1,1,1,1,0,0,0,18,8.7
8151,43.6,2,1,1,1,0,2,0,33,9.2
8152,10.7,0,1,0,0,0,1,0,9,9.2
8153,29.5,1,0,1,1,1,0,0,20,9.3
8154,31.8,1,0,1,1,1,1,0,25,9.2
8155,37.9,1,1,1,1,0,0,0,18,9.5
8156,17.9,1,0,0,0,0,0,2,19,8.9
8157,7.1,1,0,1,1,1,1,0,25,6.5
8158,13.8,0,1,0,0,1,0,0,10,9.3
8159,14.6,1,0,1,1,0,0,0,14,9.1
8160,43.9,2,0,0,2,0,0,0,22,9.5
8161,14.3,1,1,0,0,1,1,0,20,8.6
8162,42.6,2,1,2,2,0,2,0,42,9.0
8163,21.5,0,1,1,1,1,1,0,24,8.9
8164,34.1,1,1,0,1,0,0,0,15,9.6
8165,43.3,2,1,2,0,2,1,0,37,9.1
8166,19.6,1,1,0,0,1,1,0,20,9.0
8167,46.0,0,1,2,1,0,2,0,26,9.4
8168,49.8,1,0,2,3,2,2,0,51,9.0
8169,35.4,1,0,1,1,1,1,0,25,9.3
8170,35.7,0,1,1,1,0,1,0,18,9.5
8171,43.6,2,1,0,1,0,2,0,30,9.3
8172,9.7,0,0,1,1,0,1,0,14,8.6
8173,43.7,0,0,0,0,1,1,0,11,9.7
8174,42.0,0,0,0,0,1,0,0,6,9.9
8175,31.6,1,1,0,1,0,1,0,20,9.4
8176,5.0,1,1,0,1,1,0,0,21,5.9
8177,47.6,1,0,1,0,0,1,0,13,9.7
8178,48.4,1,1,2,2,3,0,0,45,9.1
8179,49.3,3,3,1,1,3,1,0,59,8.8
8180,23.8,1,1,1,0,0,0,0,12,9.5
8181,42.6,0,2,0,2,0,1,0,25,9.4
8182,25.9,0,0,0,1,1,0,0,12,9.5
8183,25.6,0,0,0,1,0,0,0,6,9.8
8184,41.1,0,0,0,0,2,2,0,22,9.5
8185,19.6,0,1,0,1,0,0,0,10,9.5
8186,48.9,0,0,1,0,0,3,0,18,9.6
8187,11.0,1,0,0,1,0,1,0,16,8.6
8188,11.1,0,1,1,1,0,0,0,13,8.8
8189,29.5,0,0,0,1,0,1,0,11,9.6
8190,24.4,1,0,0,0,1,0,0,11,9.6
8191,17.3,1,1,0,1,1,0,0,21,8.8
8192,42.2,0,1,2,1,0,2,1,33,9.2
8193,40.4,0,1,1,0,0,1,0,12,9.7
8194,45.7,0,2,2,0,2,2,0,36,9.2
8195,19.3,0,0,1,1,1,1,0,20,9.0
8196,30.4,1,1,1,1,0,1,0,23,9.2
8197,17.8,1,1,0,1,0,1,0,20,8.9
8198,46.7,2,1,1,2,1,0,0,35,9.3
8199,5.2,0,0,1,0,1,0,2,23,5.7
8200,34.6,1,1,1,0,1,1,0,23,9.3
8201,34.7,0,1,0,0,1,0,0,10,9.7
8202,17.8,1,0,1,0,1,1,0,19,8.9
8203,46.2,1,2,2,2,1,0,0,37,9.2
8204,41.3,1,0,2,2,2,1,0,40,9.0
8205,4.2,1,1,1,0,0,1,0,17,6.0
8206,25.1,1,0,0,0,1,1,0,16,9.4
8207,28.2,0,0,0,1,0,1,0,11,9.6
8208,39.5,0,2,1,2,1,2,0,39,9.0
8209,24.3,1,0,0,1,0,0,0,11,9.5
8210,22.0,1,0,0,0,0,0,0,5,9.8
8211,16.9,1,0,1,0,1,1,0,19,8.9
8212,48.5,0,1,3,3,3,3,0,64,8.7
8213,16.8,1,1,1,0,1,0,0,18,8.9
8214,17.1,0,1,0,0,0,0,0,4,9.8
8215,10.4,0,0,1,0,1,1,0,14,8.7
8216,27.2,0,0,1,0,0,1,0,8,9.7
8217,17.5,0,1,0,1,0,0,0,10,9.4
8218,39.0,0,2,1,2,0,0,0,23,9.4
8219,39.1,2,2,2,1,0,0,0,30,9.2
8220,33.2,1,0,0,1,0,1,0,16,9.5
8221,41.8,1,0,1,2,0,0,0,20,9.5
8222,2.5,0,0,0,0,0,0,0,0,10.0
8223,17.7,1,1,0,1,1,1,0,26,8.5
8224,14.7,1,1,0,0,1,1,0,20,8.7
8225,17.7,1,1,0,1,1,1,0,26,8.5
8226,42.9,2,0,2,0,0,2,0,26,9.4
8227,2.3,0,0,1,0,1,0,0,9,6.3
8228,0.9,0,1,1,0,0,0,0,7,3.2
8229,26.9,1,1,1,1,0,0,0,18,9.3
8230,22.6,0,1,0,0,0,0,0,4,9.8
8231,48.8,3,2,1,2,1,3,0,59,8.8
8232,42.5,2,1,1,2,1,0,2,49,8.9
8233,1.4,0,1,1,1,0,0,0,13,1.8
8234,6.9,1,1,1,0,0,0,0,12,8.3
8235,3.8,0,1,0,1,0,0,0,10,7.4
8236,8.8,1,0,0,1,0,0,0,11,8.8
8237,43.7,0,0,0,1,1,2,0,22,9.5
8238,23.1,0,0,0,0,1,0,0,6,9.7
8239,27.9,0,0,1,1,1,1,0,20,9.3
8240,11.9,0,0,0,0,1,0,0,6,9.5
8241,32.4,1,0,0,0,0,0,0,5,9.8
8242,40.3,0,1,1,0,2,2,0,29,9.3
8243,36.3,2,0,0,2,0,2,0,32,9.1
8244,4.3,1,1,0,0,1,0,0,15,6.6
8245,21.1,1,0,0,1,1,1,0,22,9.0
8246,19.4,0,0,0,0,0,1,0,5,9.7
8247,1.3,1,0,0,1,0,1,0,16,1.0
8248,11.4,0,1,1,1,1,1,0,24,7.9
8249,39.9,0,1,2,1,2,2,0,38,9.1
8250,40.4,1,0,2,0,1,1,0,22,9.5
8251,18.4,0,0,1,1,0,0,0,9,9.5
8252,44.6,2,0,1,1,0,1,0,24,9.5
8253,5.6,1,1,0,1,0,1,0,20,6.5
8254,13.0,0,1,0,0,1,0,0,10,9.2
8255,12.1,0,1,1,1,1,0,0,19,8.5
8256,4.8,1,1,0,1,1,0,0,21,5.8
8257,28.7,0,0,0,0,1,1,0,11,9.6
8258,29.2,0,0,1,1,1,1,0,20,9.3
8259,39.3,2,2,1,0,2,0,0,33,9.2
8260,33.7,0,1,0,1,1,1,0,21,9.4
8261,15.3,1,1,0,0,1,0,0,15,9.0
8262,23.1,1,0,0,1,0,0,0,11,9.5
8263,12.0,0,1,0,0,0,1,0,9,9.3
8264,9.7,0,1,1,0,1,1,0,18,8.2
8265,27.9,0,1,0,0,1,1,0,15,9.5
8266,15.2,1,1,0,0,1,1,0,20,8.7
8267,24.1,0,0,1,0,0,0,0,3,9.9
8268,48.2,2,1,1,3,3,2,0,63,8.7
8269,13.1,1,0,1,1,0,0,0,14,8.9
8270,41.1,1,1,2,0,1,0,0,21,9.5
8271,41.8,2,0,1,1,2,0,0,31,9.3
8272,47.6,0,2,0,0,1,2,0,24,9.5
8273,3.1,0,0,1,1,1,0,0,15,5.4
8274,49.1,0,2,3,3,2,3,0,62,8.7
8275,37.0,0,1,2,0,2,2,0,32,9.1
8276,37.3,0,0,1,0,1,2,0,19,9.5
8277,25.6,0,0,1,0,0,0,0,3,9.9
8278,37.8,2,1,0,2,0,1,0,31,9.2
8279,0.7,0,1,0,1,1,1,0,21,1.0
8280,49.6,0,1,2,1,1,0,0,22,9.6
8281,45.4,2,1,1,0,2,1,0,34,9.3
8282,3.2,0,0,1,1,0,0,0,9,7.3
8283,20.9,1,1,0,0,0,1,0,14,9.3
8284,49.0,0,3,1,3,0,3,0,48,9.0
8285,41.1,1,1,1,2,0,2,0,34,9.2
8286,36.7,0,2,1,1,0,1,0,22,9.4
8287,14.9,1,1,1,1,1,0,0,24,8.4
8288,24.7,1,1,0,0,1,1,0,20,9.2
8289,5.0,1,1,1,1,0,0,0,18,6.5
8290,19.3,1,0,0,1,1,1,0,22,8.9
8291,45.4,1,1,1,0,2,0,0,24,9.5
8292,39.9,0,0,1,0,1,1,0,14,9.7
8293,21.6,1,1,0,1,1,0,0,21,9.0
8294,20.5,1,1,1,0,1,1,0,23,8.9
8295,49.4,1,0,3,2,2,3,0,53,8.9
8296,26.2,1,0,0,1,0,1,0,16,9.4
8297,29.9,0,1,0,0,0,0,0,4,9.9
8298,7.3,0,1,0,1,1,0,0,16,7.8
8299,37.2,0,1,0,2,0,0,0,16,9.6
8300,21.8,0,1,0,0,0,1,0,9,9.6
8301,12.0,0,1,0,1,0,1,0,15,8.8
8302,37.4,2,2,1,1,1,1,0,38,9.0
8303,26.0,1,0,1,1,1,0,0,20,9.2
8304,14.9,0,1,0,1,0,1,2,29,8.1
8305,2.5,1,0,0,0,1,1,0,16,4.0
8306,20.4,0,0,0,0,0,1,0,5,9.8
8307,36.6,1,2,2,2,0,0,0,31,9.2
8308,48.4,3,1,1,2,2,1,0,51,8.9
8309,38.2,1,0,2,1,1,0,0,23,9.4
8310,32.0,0,0,0,0,1,0,0,6,9.8
8311,16.2,1,0,0,1,0,1,0,16,9.0
8312,29.9,1,0,1,0,1,0,0,14,9.5
8313,4.0,0,0,1,0,1,0,0,9,7.8
8314,28.5,1,1,1,0,0,0,0,12,9.6
8315,24.9,1,1,0,0,0,1,0,14,9.4
8316,23.2,1,0,1,0,1,1,2,33,8.6
8317,16.7,0,0,0,1,0,0,0,6,9.6
8318,19.2,0,0,0,0,1,1,0,11,9.4
8319,25.1,1,1,0,1,1,0,0,21,9.2
8320,16.1,0,0,0,0,0,0,0,0,10.0
8321,33.4,0,1,1,1,1,1,0,24,9.3
8322,28.2,0,0,1,0,1,1,0,14,9.5
8323,38.1,2,1,2,2,0,0,0,32,9.2
8324,9.5,0,1,1,1,1,0,0,19,8.0
8325,24.4,0,0,0,1,1,1,0,17,9.3
8326,24.6,1,1,1,1,0,1,0,23,9.1
8327,19.9,0,0,0,1,1,0,0,12,9.4
8328,14.1,0,0,0,1,0,0,0,6,9.6
8329,22.3,0,1,0,1,1,0,0,16,9.3
8330,42.4,0,1,1,0,0,0,0,7,9.8
8331,11.2,1,0,0,0,0,1,2,24,7.9
8332,48.1,0,2,2,0,1,0,0,20,9.6
8333,9.1,0,1,0,0,1,0,0,10,8.9
8334,21.8,1,0,1,1,0,1,0,19,9.1
8335,8.3,1,1,0,1,0,1,0,20,7.6
8336,42.0,2,1,0,1,0,0,0,20,9.5
8337,21.3,1,0,1,0,0,1,0,13,9.4
8338,14.6,0,1,0,0,1,0,0,10,9.3
8339,34.6,1,0,1,0,0,0,0,8,9.8
8340,2.5,1,1,0,1,1,1,0,26,1.0
8341,0.5,0,0,1,1,0,0,0,9,1.0
8342,26.1,1,1,0,0,1,0,0,15,9.4
8343,19.9,1,0,0,0,1,1,0,16,9.2
8344,22.6,0,1,1,0,1,1,0,18,9.2
8345,47.2,2,1,0,2,0,2,0,36,9.2
8346,11.2,0,0,0,1,1,0,0,12,8.9
8347,25.8,0,1,0,1,1,1,0,21,9.2
8348,36.8,1,0,0,1,1,1,0,22,9.4
8349,45.6,1,2,1,0,0,1,0,21,9.5
8350,21.6,1,1,1,1,0,1,0,23,8.9
8351,45.4,2,1,2,0,0,1,0,25,9.5
8352,14.3,1,1,0,0,1,1,0,20,8.6
8353,20.1,1,0,1,0,1,1,0,19,9.1
8354,15.1,1,0,0,0,0,1,3,31,8.0
8355,42.1,1,1,0,2,0,0,0,21,9.5
8356,37.4,0,1,2,2,2,1,0,39,9.0
8357,28.9,1,0,0,0,1,0,0,11,9.6
8358,38.7,1,0,0,2,2,1,0,34,9.1
8359,6.1,1,1,0,1,1,0,0,21,6.6
8360,37.9,0,0,2,0,0,2,0,16,9.6
8361,3.8,0,1,1,0,1,0,0,13,6.7
8362,34.0,0,0,1,0,1,0,0,9,9.7
8363,30.5,1,1,0,1,1,0,0,21,9.3
8364,15.8,1,0,1,1,0,1,0,19,8.8
8365,3.9,1,1,0,1,0,0,0,15,6.3
8366,3.6,0,0,1,0,1,0,0,9,7.6
8367,13.5,1,1,0,0,0,1,0,14,9.0
8368,23.0,0,0,0,1,0,0,0,6,9.7
8369,22.5,1,1,1,1,0,1,0,23,9.0
8370,47.5,2,1,2,0,1,1,0,31,9.3
8371,5.0,1,1,1,1,0,0,0,18,6.5
8372,45.8,0,0,2,1,1,2,0,28,9.4
8373,4.2,1,1,1,0,1,0,0,18,5.9
8374,28.7,1,1,1,0,0,1,0,17,9.4
8375,23.2,1,1,0,0,0,1,0,14,9.4
8376,32.5,1,1,1,0,0,1,0,17,9.5
8377,41.5,0,1,1,2,1,0,2,39,9.1
8378,48.7,2,3,1,3,2,1,0,60,8.8
8379,19.3,1,1,0,0,0,0,0,9,9.5
8380,28.3,0,1,0,1,0,1,0,15,9.5
8381,39.5,1,0,0,1,1,0,0,17,9.6
8382,43.4,1,1,2,1,1,1,0,32,9.3
8383,22.3,0,1,1,1,1,0,0,19,9.2
8384,7.9,0,0,1,0,1,0,0,9,8.9
8385,31.3,0,0,1,0,1,0,0,9,9.7
8386,43.6,0,1,0,0,2,1,0,21,9.5
8387,40.6,2,2,2,1,1,0,0,36,9.1
8388,18.7,1,1,0,0,0,0,0,9,9.5
8389,9.0,0,0,0,1,1,0,0,12,8.7
8390,5.4,1,1,1,1,1,1,0,29,4.7
8391,49.1,2,0,1,0,1,2,2,43,9.1
8392,43.7,1,2,2,1,0,2,0,35,9.2
8393,9.3,1,1,0,0,0,0,0,9,9.0
8394,49.4,0,0,1,2,3,0,0,33,9.3
8395,23.1,0,1,0,1,0,1,0,15,9.4
8396,15.8,0,0,1,0,0,1,0,8,9.5
8397,13.1,1,1,0,1,0,1,0,20,8.5
8398,2.3,0,0,0,0,0,1,0,5,7.9
8399,21.0,0,0,0,0,1,0,0,6,9.7
8400,17.4,0,0,0,0,0,1,0,5,9.7
8401,9.4,0,1,1,0,1,1,0,18,8.1
8402,47.8,1,0,0,1,2,1,0,28,9.4
8403,38.5,2,2,0,2,2,0,0,42,8.9
8404,36.1,1,1,1,1,1,0,0,24,9.3
8405,47.1,2,0,1,1,2,0,0,31,9.3
8406,30.6,0,0,0,0,1,1,0,11,9.6
8407,37.8,1,1,1,0,0,0,0,12,9.7
8408,50.0,2,0,1,2,3,2,0,53,8.9
8409,31.4,1,0,1,0,1,1,0,19,9.4
8410,29.4,0,0,0,1,0,0,0,6,9.8
8411,31.4,0,1,0,1,0,1,0,15,9.5
8412,33.2,1,1,0,1,0,0,0,15,9.6
8413,16.6,1,0,0,1,1,0,0,17,9.0
8414,35.9,0,0,0,0,1,1,0,11,9.7
8415,45.9,2,2,2,2,0,1,0,41,9.1
8416,23.3,1,0,1,0,1,1,0,19,9.2
8417,12.9,0,1,0,0,1,0,0,10,9.2
8418,39.2,0,1,0,1,2,1,0,27,9.3
8419,42.4,2,0,0,0,1,0,0,16,9.6
8420,35.4,1,0,0,1,1,1,3,43,8.8
8421,6.8,1,1,0,0,1,1,0,20,7.1
8422,17.7,1,1,0,1,0,1,0,20,8.9
8423,13.1,0,0,1,0,0,0,0,3,9.8
8424,37.4,2,1,0,0,0,0,0,14,9.6
8425,33.7,1,1,1,1,0,1,0,23,9.3
8426,47.7,0,1,2,0,0,1,0,15,9.7
