time,latitude,longitude,speed,speed_limit,acceleration,heading,yaw_rate,steering_angle,jerk,traffic_condition,road_condition,road_type,time_of_day,sudden_brake,sudden_acceleration,sudden_stop,sudden_turn,tight_turn,speeding,anomaly_explanation
3247,46.08709,73.60631,55.78,100,-3.0,15.65,0.01,0.01,-1.0,1,1,0,2,0,0,0,0,0,0,
3248,46.09321,73.60802,49.01,100,-3.0,15.61,0.01,0.0,0.0,0,3,0,1,0,0,0,0,0,0,
3249,46.09498,73.60849,26.43,40,-3.0,14.87,0.47,0.39,0.0,0,0,1,2,0,0,0,0,0,0,
3250,46.09587,73.60871,33.82,40,-3.0,13.88,0.51,0.35,0.0,0,1,1,2,0,0,0,0,0,0,
3251,46.09676,73.6089,13.23,40,-3.0,12.05,2.01,2.6,0.0,0,3,1,1,0,0,0,0,0,0,
3252,46.09691,73.60891,24.07,40,2.0,3.81,5.67,4.99,1.0,1,1,1,1,0,0,0,0,0,0,
3253,46.09738,73.60895,29.68,60,2.0,4.86,0.79,0.6,0.0,0,3,2,1,0,0,0,0,0,0,
3254,46.09811,73.60902,31.85,40,2.0,5.48,0.33,0.24,0.0,0,0,1,1,0,0,0,0,0,0,
3255,46.09947,73.60906,81.78,100,2.0,1.68,0.57,0.28,0.0,0,0,0,1,0,0,0,0,0,0,
3256,46.10056,73.60905,73.39,100,-3.0,359.47,25.0,12.5,-1.0,0,0,0,2,0,0,0,0,0,0,
3257,46.10339,73.60904,65.29,100,-3.0,359.8,0.05,0.02,0.0,1,0,0,0,0,0,0,0,0,0,
3258,46.10564,73.60898,14.36,40,-3.0,358.47,1.37,1.69,0.0,2,0,1,2,0,0,0,0,0,0,
3259,46.10634,73.60896,28.56,40,2.0,358.36,0.06,0.05,1.0,2,0,1,0,0,0,0,0,0,0,
3260,46.10679,73.60895,23.92,60,2.0,358.73,0.33,0.29,0.0,0,3,2,3,0,0,0,0,0,0,
3261,46.10842,73.60893,84.63,100,-1.77,359.3,0.09,0.04,-1.0,0,0,0,0,0,0,0,0,0,0,
3262,46.10884,73.60892,19.67,40,-3.0,358.64,0.54,0.54,-1.0,1,0,1,2,0,0,0,0,0,0,
3263,46.1106,73.60887,76.9,100,2.0,358.37,0.04,0.02,1.0,0,0,0,2,0,0,0,0,0,0,
3264,46.11152,73.60886,73.1,100,-3.0,359.38,0.15,0.08,-1.0,1,0,0,2,0,0,0,0,0,0,
3265,46.11354,73.60886,46.52,60,-3.0,0.0,25.0,13.27,0.0,1,0,2,1,0,0,0,0,0,0,
3266,46.11374,73.60885,43.24,60,-2.49,357.14,25.0,14.09,0.51,0,0,2,0,0,0,0,0,0,0,
3267,46.1139,73.60885,40.55,60,-3.0,0.0,25.0,14.84,-0.51,1,0,2,2,0,0,0,0,0,0,
3268,46.11845,73.6088,56.22,40,2.0,359.37,15.0,10.0,1.0,1,2,1,0,0,0,0,0,0,1,Speeding at 56.22 km/h with limit 40 km/h (41% over)
3269,46.11891,73.60879,56.91,100,2.0,358.75,0.1,0.05,0.0,0,3,0,2,0,0,0,0,0,0,
3270,46.11908,73.60879,72.41,100,-3.0,0.0,25.0,12.5,-1.0,0,1,0,0,0,0,0,0,0,0,
3271,46.11991,73.60878,8.11,40,-2.46,54.33,54.73,45.18,0.0,1,3,1,3,0,0,0,0,1,0,Tight turn with steering angle 45.18 deg (above 35 threshold) and yaw rate 54.73 deg/s
3272,46.1204,73.60878,40.89,40,2.0,0.0,25.0,26.04,1.0,2,3,1,2,0,0,0,0,0,0,
3273,46.12041,73.60878,0.0,60,-7.26,0.0,0.0,0.0,-3.74,1,0,2,1,0,0,1,0,0,0,Sudden stop with speed drop of 40.9 km/h and hard braking (-7.26 m/s²)
3274,46.12202,73.60871,88.87,60,-3.0,357.51,15.0,10.0,-1.0,1,2,2,3,0,0,0,0,0,1,Speeding at 88.87 km/h with limit 60 km/h (48% over)
3275,46.12222,73.60872,29.01,40,-3.0,2.86,25.0,19.22,0.0,1,1,1,1,0,0,0,0,0,0,
3276,46.12239,73.60877,16.16,40,2.0,16.39,12.78,14.66,1.0,1,0,1,3,0,0,0,0,0,0,
3277,46.12258,73.60887,39.5,100,2.0,27.76,2.56,1.55,0.0,2,3,0,1,0,0,0,0,0,0,
3278,46.12284,73.60906,29.24,60,-3.0,36.16,6.38,4.88,-1.0,1,3,2,3,0,0,0,0,0,0,
3279,46.12302,73.6092,20.64,40,-3.0,37.87,1.34,1.31,0.0,2,0,1,2,0,0,0,0,0,0,
3280,46.1235,73.60957,5.0,40,2.0,37.63,0.5,1.0,1.0,2,3,1,0,0,0,0,0,0,0,
3281,46.12374,73.60976,134.66,100,2.0,38.37,0.11,0.06,0.0,0,0,0,1,0,0,0,0,0,1,Speeding at 134.66 km/h with limit 100 km/h (35% over)
3282,46.12414,73.61005,75.33,100,-3.0,35.94,0.36,0.18,-1.0,0,1,0,2,0,0,0,0,0,0,
3283,46.12455,73.61029,24.14,40,-3.0,30.34,3.84,3.38,0.0,0,0,1,1,0,0,0,0,0,0,
3284,46.1249,73.61042,51.54,60,2.0,20.38,4.58,2.29,1.0,1,0,2,0,0,0,0,0,0,0,
3285,46.12521,73.61051,87.69,100,-3.0,16.19,0.63,0.31,-1.0,0,0,0,2,0,0,0,0,0,0,
3286,46.12553,73.61054,32.71,40,0.27,5.36,5.75,4.04,1.0,0,0,1,3,0,0,0,0,0,0,
3287,46.12578,73.61053,88.33,100,2.0,357.71,25.0,12.5,1.0,0,0,0,1,0,0,0,0,0,0,
3288,46.12692,73.61042,51.88,100,-3.0,354.49,0.57,0.28,-1.0,1,2,0,1,0,0,0,0,0,0,
3289,46.12844,73.61026,30.61,60,2.0,353.99,0.36,0.27,1.0,2,2,2,2,0,0,0,0,0,0,
3290,46.13216,73.60983,65.63,100,0.07,353.41,0.09,0.04,-1.0,1,1,0,1,0,0,0,0,0,0,
3291,46.13241,73.6098,30.78,40,-3.0,353.16,0.14,0.1,-1.0,2,0,1,2,0,0,0,0,0,0,
3292,46.13382,73.60963,33.91,60,2.0,353.13,0.02,0.01,1.0,2,0,2,2,0,0,0,0,0,0,
3293,46.13486,73.60951,72.92,100,-3.0,353.42,0.04,0.02,-1.0,1,0,0,0,0,0,0,0,0,0,
3294,46.13744,73.60921,13.63,60,-3.0,353.37,0.07,0.09,0.0,1,3,2,0,0,0,0,0,0,0,
3295,46.14236,73.60863,51.39,60,2.0,353.28,0.04,0.02,1.0,0,2,2,3,0,0,0,0,0,0,
3296,46.14505,73.60831,34.42,60,2.0,353.22,0.04,0.03,0.0,2,0,2,1,0,0,0,0,0,0,
3297,46.14671,73.60812,75.21,100,2.0,353.47,0.04,0.02,0.0,0,1,0,1,0,0,0,0,0,0,
3298,46.14763,73.60804,86.04,100,1.8,355.03,0.23,0.12,-0.2,0,0,0,3,0,0,0,0,0,0,
3299,46.14852,73.60802,79.52,100,-3.0,358.71,0.55,0.28,-1.0,0,0,0,2,0,0,0,0,0,0,
3300,46.14944,73.60808,62.2,100,-3.0,3.73,25.0,12.5,0.0,1,0,0,0,0,0,0,0,0,0,
3301,46.15035,73.60816,48.12,60,-3.0,5.02,0.63,0.33,0.0,0,1,2,2,0,0,0,0,0,0,
3302,46.15125,73.60829,27.07,40,2.0,8.22,1.99,1.61,1.0,1,0,1,3,0,0,0,0,0,0,
3303,46.15214,73.60848,57.71,100,-3.0,12.05,0.61,0.31,-1.0,0,2,0,2,0,0,0,0,0,0,
3304,46.15243,73.60856,5.42,40,-3.0,15.42,6.47,12.58,0.0,2,3,1,2,0,0,0,0,0,0,
3305,46.15365,73.60889,31.21,40,-5.05,15.14,0.16,0.12,-3.36,0,0,1,1,1,0,0,0,0,0,Sudden brake with acceleration -5.05 m/s² (below -6 threshold)
3306,46.15442,73.60918,11.37,100,0.48,20.64,0.83,0.41,-1.0,0,1,0,3,0,0,0,0,0,0,
3307,46.15518,73.60954,32.36,40,2.0,25.35,2.52,1.79,1.0,1,0,1,2,0,0,0,0,0,0,
3308,46.15611,73.6101,74.52,100,-3.0,31.05,0.86,0.43,-1.0,0,1,0,3,0,0,0,0,0,0,
3309,46.16027,73.61263,22.47,40,-3.0,31.31,0.18,0.17,0.0,2,0,1,3,0,0,0,0,0,0,
3310,46.16281,73.61418,27.65,40,2.0,31.39,0.05,0.04,1.0,0,0,1,0,0,0,0,0,0,0,
3311,46.16536,73.61572,75.5,100,1.94,31.13,0.04,0.02,-0.06,1,0,0,1,0,0,0,0,0,0,
3312,46.17545,73.62194,32.3,40,-3.0,31.65,0.28,0.2,-1.0,0,0,1,1,0,0,0,0,0,0,
3313,46.17945,73.62436,29.12,40,-3.0,31.17,0.28,0.21,0.0,0,0,1,3,0,0,0,0,0,0,
3314,46.18345,73.62684,18.79,40,2.0,31.8,0.53,0.55,1.0,2,0,1,3,0,0,0,0,0,0,
3315,46.19147,73.63171,37.98,60,2.0,31.27,0.32,0.2,0.0,2,0,2,1,0,0,0,0,0,0,
3316,46.19947,73.6366,51.03,60,2.0,31.44,0.08,0.04,0.0,1,0,2,2,0,0,0,0,0,0,
3317,46.20348,73.63906,66.43,100,-3.0,31.53,0.01,0.01,-1.0,0,1,0,2,0,0,0,0,0,0,
3318,46.20548,73.6403,26.99,40,-3.0,31.8,0.17,0.14,0.0,1,0,1,3,0,0,0,0,0,0,
3319,46.20747,73.64159,20.0,40,5.38,32.95,0.94,0.95,3.42,0,1,1,2,0,1,0,0,0,0,Sudden acceleration with acceleration 5.38 m/s² (above +2 threshold)
3320,46.20873,73.6425,29.0,40,2.0,35.84,1.5,1.03,0.0,0,1,1,0,0,0,0,0,0,0,
3321,46.20995,73.64344,39.35,40,-3.0,37.61,0.8,0.49,-1.0,1,0,1,2,0,0,0,0,0,0,
3322,46.21237,73.64542,21.48,40,2.0,39.29,1.27,1.21,1.0,2,0,1,1,0,0,0,0,0,0,
3323,46.23035,73.66033,73.54,60,2.0,39.67,0.19,0.1,0.0,1,0,2,2,0,0,0,0,0,1,Speeding at 73.54 km/h with limit 60 km/h (23% over)
3324,46.2321,73.66185,34.24,40,-3.0,40.98,0.67,0.45,-1.0,0,1,1,3,0,0,0,0,0,0,
3325,46.23382,73.66345,31.14,40,4.59,42.93,1.08,0.79,3.32,0,1,1,2,0,1,0,0,0,0,Sudden acceleration with acceleration 4.59 m/s² (above +2 threshold)
3326,46.23724,73.66676,37.85,40,-1.92,44.06,0.97,1.02,1.0,2,0,1,2,0,0,0,0,0,0,
3327,46.24397,73.67351,26.54,100,2.0,45.09,0.32,0.27,1.0,2,3,0,3,0,0,0,0,0,0,
3328,46.25072,73.68022,68.13,100,1.95,44.83,0.04,0.02,-0.05,0,1,0,0,0,0,0,0,0,0,
3329,46.25748,73.68694,31.21,40,-3.0,44.83,0.0,0.0,-1.0,0,0,1,1,0,0,0,0,0,0,
3330,46.28444,73.71382,44.02,60,2.0,44.91,0.05,0.02,1.0,0,0,2,1,0,0,0,0,0,0,
3331,46.2857,73.71534,72.99,100,-3.0,50.34,0.81,0.41,-1.0,1,0,0,2,0,0,0,0,0,0,
3332,46.28657,73.71638,22.71,40,-3.0,50.09,0.19,0.17,0.0,1,1,1,2,0,0,0,0,0,0,
3333,46.28736,73.71753,16.12,60,2.0,55.51,6.68,7.67,1.0,2,3,2,2,0,0,0,0,0,0,
3334,46.28776,73.71821,134.43,100,2.0,59.53,0.6,0.3,0.0,1,1,0,1,0,0,0,0,0,1,Speeding at 134.43 km/h with limit 100 km/h (34% over)
3335,46.28814,73.71896,41.12,40,-3.0,63.13,1.56,0.91,-1.0,0,0,1,3,0,0,0,0,0,0,
3336,46.28891,73.72044,71.29,100,2.0,62.51,0.09,0.05,1.0,2,0,0,0,0,0,0,0,0,0,
3337,46.29668,73.73655,62.43,60,-3.0,64.25,0.68,0.34,-1.0,0,0,2,3,0,0,0,0,0,0,
3338,46.30718,73.75827,67.14,40,1.96,64.2,0.05,0.07,1.0,2,1,1,1,0,0,0,0,0,0,
3339,46.31787,73.78029,0.0,100,-6.88,64.1,0.01,0.01,-4.19,1,0,0,2,0,0,1,0,0,0,Sudden stop with speed drop of 67.1 km/h and hard braking (-6.88 m/s²)
3340,46.31834,73.7808,33.85,60,-3.0,47.34,11.22,7.68,-1.0,0,1,2,2,0,0,0,0,0,0,
3341,46.31922,73.78247,39.18,100,2.0,62.21,3.37,2.05,1.0,1,2,0,0,0,0,0,0,0,0,
3342,46.31964,73.78319,77.24,100,-5.91,59.74,0.37,0.19,-3.35,1,0,0,2,1,0,0,0,0,0,Sudden brake with acceleration -5.91 m/s² (below -6 threshold)
3343,46.32009,73.78389,57.31,40,-3.0,57.26,1.73,1.54,0.0,0,0,1,1,0,0,0,0,0,0,
3344,46.32087,73.78499,28.65,40,5.78,54.66,1.55,1.2,2.29,0,0,1,0,0,1,0,0,0,0,Sudden acceleration with acceleration 5.78 m/s² (above +2 threshold)
3345,46.3256,73.79136,39.17,100,2.0,53.4,0.22,0.11,0.0,0,3,0,3,0,0,0,0,0,0,
3346,46.32591,73.79204,86.26,100,2.0,65.49,1.81,0.91,0.0,0,0,0,0,0,0,0,0,0,0,
3347,46.33963,73.81057,70.27,100,-3.0,53.48,1.8,0.9,-1.0,0,0,0,0,0,0,0,0,0,0,
3348,46.34037,73.81146,40.0,100,-1.35,96.44,56.71,36.32,0.0,1,0,0,0,0,0,0,0,1,0,Tight turn with steering angle 36.32 deg (above 35 threshold) and yaw rate 56.71 deg/s
3349,46.34111,73.81232,22.65,40,-3.0,49.29,0.7,0.64,0.0,2,0,1,3,0,0,0,0,0,0,
3350,46.34189,73.81314,33.45,40,2.0,46.43,1.49,1.03,1.0,0,1,1,2,0,0,0,0,0,0,
3351,46.34227,73.81354,38.39,60,-3.0,46.47,0.02,0.01,-1.0,2,2,2,1,0,0,0,0,0,0,
3352,46.34269,73.81392,19.52,40,2.0,42.14,3.53,3.59,1.0,0,0,1,0,0,0,0,0,0,0,
3353,46.34357,73.81474,62.61,60,5.84,42.98,0.33,0.16,3.55,0,0,2,3,0,1,0,0,0,0,Sudden acceleration with acceleration 5.84 m/s² (above +2 threshold)
3354,46.34445,73.81548,74.72,100,-3.0,40.06,0.44,0.22,-1.0,1,0,0,2,0,0,0,0,0,0,
3355,46.34538,73.81617,18.39,60,-2.92,82.41,59.94,46.88,0.0,0,3,2,3,0,0,0,0,1,0,Tight turn with steering angle 46.88 deg (above 35 threshold) and yaw rate 59.94 deg/s
3356,46.34631,73.81683,26.67,60,-1.03,121.56,47.93,47.89,1.0,2,1,2,1,0,0,0,0,1,0,Tight turn with steering angle 47.89 deg (above 35 threshold) and yaw rate 47.93 deg/s
3357,46.34845,73.81833,58.57,100,-3.0,35.03,0.05,0.03,-1.0,0,2,0,0,0,0,0,0,0,0,
3358,46.35061,73.81981,18.25,60,2.0,34.42,0.68,0.72,1.0,0,3,2,3,0,0,0,0,0,0,
3359,46.35397,73.8221,72.87,100,2.0,34.28,0.02,0.01,0.0,1,0,0,3,0,0,0,0,0,0,
3360,46.35731,73.82441,51.04,60,-6.93,34.67,0.18,0.09,-2.74,0,0,2,1,1,0,0,0,0,0,Sudden brake with acceleration -6.93 m/s² (below -6 threshold)
3361,46.36401,73.82905,32.82,100,-3.0,34.7,0.01,0.0,-1.0,0,0,0,3,0,0,0,0,0,0,
3362,46.36576,73.83028,42.94,60,-3.0,35.1,0.22,0.12,0.0,0,1,2,2,0,0,0,0,0,0,
3363,46.36662,73.83096,28.68,40,2.0,38.33,1.92,1.49,1.0,1,0,1,2,0,0,0,0,0,0,
3364,46.36745,73.83167,64.58,100,0.64,40.54,0.33,0.17,-1.0,1,1,0,2,0,0,0,0,0,0,
3365,46.36914,73.83333,30.22,40,-3.0,44.49,2.24,1.67,-1.0,2,1,1,1,0,0,0,0,0,0,
3366,46.37081,73.83501,53.58,40,2.0,45.17,0.75,0.97,1.0,0,3,1,2,0,0,0,0,0,1,Speeding at 53.58 km/h with limit 40 km/h (34% over)
3367,46.38134,73.84573,0.0,100,-8.29,45.51,0.05,0.03,-4.73,0,0,0,2,0,0,1,0,0,0,Sudden stop with speed drop of 53.6 km/h and hard braking (-8.29 m/s²)
3368,46.39183,73.85646,65.81,100,-3.0,45.65,0.02,0.01,-1.0,0,0,0,0,0,0,0,0,0,0,
3369,46.39301,73.85789,60.31,100,-3.0,50.47,0.74,0.37,0.0,2,1,0,2,0,0,0,0,0,0,
3370,46.39416,73.85951,40.75,40,2.0,54.63,1.82,1.07,1.0,0,0,1,2,0,0,0,0,0,0,
3371,46.39505,73.86093,76.5,100,-3.0,57.92,0.49,0.25,-1.0,0,0,0,0,0,0,0,0,0,0,
3372,46.39568,73.8621,24.41,40,-3.0,61.7,2.57,2.24,0.0,2,0,1,2,0,0,0,0,0,0,
3373,46.39595,73.86342,45.43,60,2.0,78.44,8.63,4.67,1.0,0,0,2,2,0,0,0,0,0,0,
3374,46.3962,73.86394,64.95,100,-3.0,64.32,2.12,1.06,-1.0,1,0,0,2,0,0,0,0,0,0,
3375,46.39716,73.86519,26.52,40,-3.0,52.48,7.52,6.18,0.0,0,1,1,2,0,0,0,0,0,0,
3376,46.39753,73.8659,41.7,40,2.0,62.47,4.28,2.49,1.0,0,0,1,2,0,0,0,0,0,0,
3377,46.39804,73.86738,92.14,100,2.0,70.99,1.28,0.64,0.0,0,0,0,3,0,0,0,0,0,0,
3378,46.4005,73.87379,52.86,60,-2.46,94.6,29.11,23.29,-1.0,0,0,2,3,0,0,0,1,0,0,Sudden turn with yaw rate 29.11 deg/s (above 25 threshold) at speed 52.86 km/h
3379,46.40081,73.8746,86.24,100,-3.0,69.06,0.01,0.0,-0.54,0,0,0,1,0,0,0,0,0,0,
3380,46.403,73.88027,38.7,40,3.04,68.88,0.08,0.05,3.21,0,1,1,3,0,1,0,0,0,0,Sudden acceleration with acceleration 3.04 m/s² (above +2 threshold)
3381,46.40405,73.88301,51.14,100,-3.0,69.03,0.02,0.01,0.0,0,0,0,1,0,0,0,0,0,0,
3382,46.40466,73.88503,16.78,40,-3.0,73.2,3.82,4.28,0.0,1,2,1,2,0,0,0,0,0,0,
3383,46.40533,73.88696,68.91,100,2.0,70.86,0.35,0.18,1.0,0,0,0,0,0,0,0,0,0,0,
3384,46.4061,73.88881,25.19,60,-3.0,67.4,2.97,2.54,-1.0,2,1,2,2,0,0,0,0,0,0,
3385,46.40725,73.89129,52.57,100,1.04,65.12,0.4,0.2,1.0,0,3,0,0,0,0,0,0,0,0,
3386,46.40829,73.89385,27.7,60,-3.0,67.89,2.2,1.75,-1.0,1,3,2,1,0,0,0,0,0,0,
3387,46.41151,73.90232,13.65,40,1.68,69.18,1.39,1.76,1.0,1,3,1,0,0,0,0,0,0,0,
3388,46.42005,73.92438,31.74,40,3.5,68.84,0.19,0.14,2.51,0,0,1,0,0,1,0,0,0,0,Sudden acceleration with acceleration 3.5 m/s² (above +2 threshold)
3389,46.43035,73.95104,40.95,60,2.0,68.88,0.02,0.01,0.0,0,1,2,1,0,0,0,0,0,0,
3390,46.43709,73.96849,45.5,100,-3.0,68.88,0.0,0.0,-1.0,1,2,0,3,0,0,0,0,0,0,
3391,46.43841,73.97149,54.27,40,2.0,66.25,1.71,1.44,1.0,1,0,1,3,0,0,0,0,0,1,Speeding at 54.27 km/h with limit 40 km/h (36% over)
3392,46.43914,73.97302,63.93,100,2.0,64.49,0.26,0.13,0.0,1,0,0,0,0,0,0,0,0,0,
3393,46.43987,73.97445,35.13,60,-3.0,62.96,1.0,0.66,-1.0,0,1,2,1,0,0,0,0,0,0,
3394,46.4489,73.99158,31.21,60,-3.0,62.2,0.54,0.39,0.0,1,1,2,3,0,0,0,0,0,0,
3395,46.45294,73.99919,16.55,40,-1.65,106.92,58.88,35.41,0.26,1,0,1,1,0,0,0,0,1,0,Tight turn with steering angle 35.41 deg (above 35 threshold) and yaw rate 58.88 deg/s
3396,46.45841,74.00955,24.64,40,0.38,62.17,0.09,0.08,1.0,0,1,1,3,0,0,0,0,0,0,
3397,46.4647,74.02147,24.56,40,2.0,62.18,0.01,0.01,1.0,1,2,1,0,0,0,0,0,0,0,
3398,46.46491,74.02186,59.72,100,2.0,61.7,0.07,0.04,0.0,0,1,0,2,0,0,0,0,0,0,
3399,46.46707,74.02595,36.62,40,-3.0,62.16,0.22,0.14,-1.0,0,0,1,3,0,0,0,0,0,0,
3400,46.47181,74.03491,23.36,40,-3.0,62.12,0.03,0.03,0.0,0,2,1,0,0,0,0,0,0,0,
3401,46.47722,74.04515,23.29,60,2.0,62.15,0.03,0.03,1.0,0,3,2,3,0,0,0,0,0,0,
3402,46.47744,74.04556,28.23,60,2.0,61.78,0.29,0.23,0.0,1,1,2,1,0,0,0,0,0,0,
3403,46.48996,74.06925,66.49,100,2.0,62.14,0.05,0.03,0.0,0,2,0,3,0,0,0,0,0,0,
3404,46.49126,74.07162,44.33,60,-3.0,61.25,0.47,0.26,-1.0,0,2,2,2,0,0,0,0,0,0,
3405,46.49245,74.07367,28.28,40,-3.0,59.87,0.83,0.65,0.0,1,0,1,1,0,0,0,0,0,0,
3406,46.49261,74.07396,22.65,40,2.0,61.11,0.9,0.83,1.0,0,1,1,1,0,0,0,0,0,0,
3407,46.494,74.07631,81.46,100,2.0,59.4,0.26,0.13,0.0,0,1,0,1,0,0,0,0,0,0,
3408,46.49542,74.07863,25.52,60,-2.12,105.28,53.72,49.79,-1.0,0,2,2,1,0,0,0,0,1,0,Tight turn with steering angle 49.79 deg (above 35 threshold) and yaw rate 53.72 deg/s
3409,46.49756,74.08214,66.73,100,-3.0,58.63,0.01,0.01,0.0,0,0,0,2,0,0,0,0,0,0,
3410,46.49969,74.08568,24.96,40,1.27,58.96,0.22,0.19,1.0,1,0,1,3,0,0,0,0,0,0,
3411,46.50235,74.09008,69.77,100,2.0,58.85,0.02,0.01,0.73,1,0,0,1,0,0,0,0,0,0,
3412,46.50395,74.09274,38.13,60,-3.0,58.97,0.08,0.05,-1.0,2,0,2,3,0,0,0,0,0,0,
3413,46.50823,74.09981,27.64,40,-3.0,58.81,0.1,0.08,0.0,0,0,1,3,0,0,0,0,0,0,
3414,46.51039,74.10333,30.41,40,-1.47,58.47,0.19,0.14,1.0,2,0,1,2,0,0,0,0,0,0,
3415,46.51252,74.10688,24.1,40,2.0,59.04,0.39,0.35,1.0,1,0,1,3,0,0,0,0,0,0,
3416,46.51366,74.10884,55.99,100,-1.79,59.82,0.13,0.06,-1.0,2,1,0,1,0,0,0,0,0,0,
3417,46.51388,74.10928,19.8,40,-3.0,63.43,2.92,2.94,-1.0,1,3,1,2,0,0,0,0,0,0,
3418,46.5157,74.11279,20.39,40,2.0,62.59,0.66,0.66,1.0,1,1,1,0,0,0,0,0,0,0,
3419,46.51829,74.11789,46.04,60,2.0,63.08,0.25,0.13,0.0,0,0,2,1,0,0,0,0,0,0,
3420,46.52013,74.12153,84.92,100,-3.0,81.64,39.85,31.88,-1.0,0,0,0,1,0,0,0,1,0,0,Sudden turn with yaw rate 39.85 deg/s (above 25 threshold) at speed 84.92 km/h
3421,46.52083,74.12313,17.66,60,-3.0,66.37,3.66,3.97,0.0,2,3,2,1,0,0,0,0,0,0,
3422,46.52179,74.12529,49.8,60,1.25,66.04,0.16,0.08,1.0,0,0,2,1,0,0,0,0,0,0,
3423,46.52238,74.12652,20.66,40,2.0,64.37,1.3,1.27,0.75,0,3,1,3,0,0,0,0,0,0,
3424,46.52256,74.12688,80.51,100,2.0,63.43,0.14,0.07,0.0,1,0,0,2,0,0,0,0,0,0,
3425,46.52337,74.12829,25.88,60,-3.0,60.12,2.79,2.33,-1.0,0,3,2,1,0,0,0,0,0,0,
3426,46.52423,74.12976,27.2,60,2.0,59.67,0.37,0.29,1.0,1,0,2,1,0,0,0,0,0,0,
3427,46.52503,74.13112,61.77,100,-0.6,59.53,0.02,0.01,-1.0,1,0,0,2,0,0,0,0,0,0,
3428,46.52596,74.13297,25.75,40,-3.0,63.31,2.46,2.06,-1.0,1,0,1,0,0,0,0,0,0,0,
3429,46.526,74.13308,24.82,60,-3.0,70.02,5.85,5.04,0.0,2,0,2,2,0,0,0,0,0,0,
3430,46.52723,74.1355,16.24,40,2.0,63.06,6.55,7.49,1.0,0,3,1,2,0,0,0,0,0,0,
3431,46.53145,74.14377,32.18,60,2.0,62.97,0.06,0.05,0.0,0,3,2,1,0,0,0,0,0,0,
3432,46.53254,74.14592,32.77,40,4.42,63.12,0.08,0.06,2.97,1,0,1,2,0,1,0,0,0,0,Sudden acceleration with acceleration 4.42 m/s² (above +2 threshold)
3433,46.53524,74.15123,39.05,40,2.0,63.05,0.04,0.03,1.0,0,0,1,2,0,0,0,0,0,0,
3434,46.53581,74.1525,72.11,100,-3.0,65.83,0.42,0.21,-1.0,0,0,0,0,0,0,0,0,0,0,
3435,46.53666,74.15448,18.96,40,-3.0,66.77,0.78,0.81,0.0,1,0,1,1,0,0,0,0,0,0,
3436,46.53746,74.15614,35.95,40,2.0,92.45,26.94,21.55,1.0,0,0,1,1,0,0,0,1,0,0,Sudden turn with yaw rate 26.94 deg/s (above 25 threshold) at speed 35.95 km/h
3437,46.53825,74.15767,30.11,40,-5.97,62.69,0.9,0.67,-2.94,1,0,1,0,1,0,0,0,0,0,Sudden brake with acceleration -5.97 m/s² (below -6 threshold)
3438,46.53901,74.15895,13.73,40,2.0,59.3,3.04,3.35,1.0,2,0,1,0,0,0,0,0,0,0,
3439,46.5401,74.1608,58.54,60,2.0,59.49,0.08,0.04,0.0,0,0,2,0,0,0,0,0,0,0,
3440,46.54078,74.16207,58.5,100,-3.0,61.83,0.37,0.18,-1.0,1,0,0,1,0,0,0,0,0,0,
3441,46.54133,74.16316,48.31,100,-3.0,63.23,0.26,0.13,0.0,2,2,0,3,0,0,0,0,0,0,
3442,46.5454,74.1712,49.47,100,-1.98,63.15,0.01,0.01,1.0,1,1,0,0,0,0,0,0,0,0,
3443,46.54694,74.17422,43.55,60,-3.0,62.98,0.09,0.05,-1.0,1,0,2,3,0,0,0,0,0,0,
3444,46.54939,74.17908,9.81,40,-3.0,63.25,0.36,0.54,0.0,2,1,1,2,0,0,0,0,0,0,
3445,46.55346,74.18711,33.18,60,2.0,63.12,0.08,0.06,1.0,1,0,2,0,0,0,0,0,0,0,
3446,46.55717,74.19443,25.94,40,2.0,63.12,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,
3447,46.56041,74.20082,85.28,100,2.0,63.11,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,
3448,46.56589,74.21163,60.04,100,-3.0,63.12,0.0,0.0,-1.0,1,2,0,2,0,0,0,0,0,0,
3449,46.56736,74.21474,64.5,100,-3.0,64.7,0.24,0.12,0.0,1,0,0,1,0,0,0,0,0,0,
3450,46.56953,74.21958,31.52,60,-3.0,65.85,0.82,0.59,0.0,2,0,2,0,0,0,0,0,0,0,
3451,46.57197,74.22497,52.7,60,-1.82,65.64,0.09,0.05,1.0,0,0,2,2,0,0,0,0,0,0,
3452,46.57536,74.23252,27.15,40,2.0,65.82,0.11,0.09,1.0,1,0,1,0,0,0,0,0,0,0,
3453,46.57822,74.2389,77.4,100,-0.56,65.85,0.01,0.0,-1.0,1,0,0,2,0,0,0,0,0,0,
3454,46.58134,74.24584,25.81,40,-3.0,65.79,0.04,0.03,-1.0,1,2,1,1,0,0,0,0,0,0,
3455,46.584,74.25178,49.76,60,-2.41,65.88,0.04,0.02,0.59,0,0,2,0,0,0,0,0,0,0,
3456,46.587,74.2585,20.03,40,1.43,65.94,0.05,0.05,1.0,0,2,1,2,0,0,0,0,0,0,
3457,46.59007,74.26531,53.2,60,2.0,65.73,0.09,0.05,0.57,0,0,2,2,0,0,0,0,0,0,
